,inst,cost,cpuTime
0,lc108.txt,591.2807930474924,10
1,lr112.txt,974.289938677539,12
2,lrc206.txt,1317.594155958496,32
3,lr205.txt,1111.9957843844622,33
4,r102C18.txt,249.01763103719503,0
5,lrc104.txt,1018.4213802443093,11
6,rc204C16.txt,348.6046524899242,0
7,lc207.txt,545.2385598941646,51
8,c202C16.txt,431.01239283355164,0
9,lc102.txt,600.2978559789764,9
