,destroyOpr,repairOpr,cost,cpuTime
0,1,1,298.4780556745738,0
1,1,2,348.6046524899242,0
2,1,3,348.6046524899242,0
3,2,1,298.4780556745738,0
4,2,2,348.6046524899242,0
5,2,3,348.6046524899242,0
6,3,1,298.4780556745738,0
7,3,2,348.6046524899242,0
8,3,3,348.6046524899242,0
9,4,1,298.4780556745738,0
10,4,2,298.4780556745738,0
11,4,3,298.4780556745738,0
