,destroyOpr,repairOpr,cost,cpuTime
0,1,1,828.9206328602108,1
1,1,2,591.0121382598194,17
2,1,3,576.7865387646184,18
3,2,1,858.5238962532252,1
4,2,2,681.3525255037185,18
5,2,3,740.9865418125048,19
6,3,1,771.2662820994339,2
7,3,2,570.0122521260378,19
8,3,3,572.5440969533188,21
9,4,1,767.5291323673276,1
10,4,2,572.8610053736404,6
11,4,3,628.0019083152597,6
