,destroyOpr,repairOpr,cost,cpuTime
0,1,1,440.46097753806,0
1,1,2,561.62906676442,0
2,1,3,561.62906676442,0
3,2,1,434.8869268964962,0
4,2,2,561.62906676442,0
5,2,3,561.62906676442,0
6,3,1,436.66850887435476,0
7,3,2,561.62906676442,0
8,3,3,561.62906676442,0
9,4,1,428.0561605895604,0
10,4,2,461.7893319896602,0
11,4,3,458.3813665959722,0
