,destroyOpr,repairOpr,cost,cpuTime
0,1,1,249.01763103719506,0
1,1,2,264.1270768648759,0
2,1,3,264.1270768648759,0
3,2,1,254.79266561255486,0
4,2,2,264.1270768648759,0
5,2,3,264.1270768648759,0
6,3,1,249.0176310371951,0
7,3,2,264.1270768648759,0
8,3,3,264.1270768648759,0
9,4,1,249.01763103719503,0
10,4,2,250.43184459956814,0
11,4,3,249.01763103719503,0
