Itterations,Cost
0,1867.8561451835371
1,1355.8376103047963
2,1343.914047828903
3,1343.914047828903
4,1312.2453994275752
5,1296.6760391396667
6,1200.2194635174135
7,1200.2194635174135
8,1200.2194635174135
9,1200.2194635174135
10,1200.2194635174135
11,1200.2194635174135
12,1200.2194635174135
13,1200.2194635174135
14,1200.2194635174135
15,1200.2194635174135
16,1200.2194635174135
17,1200.2194635174135
18,1200.2194635174135
19,1200.2194635174135
20,1200.2194635174135
21,1200.2194635174135
22,1200.2194635174135
23,1200.2194635174135
24,1200.2194635174135
25,1200.2194635174135
26,1200.2194635174135
27,1200.2194635174135
28,1200.2194635174135
29,1200.2194635174135
30,1200.2194635174135
31,1200.2194635174135
32,1200.2194635174135
33,1200.2194635174135
34,1200.2194635174135
35,1200.2194635174135
36,1200.2194635174135
37,1200.2194635174135
38,1200.2194635174135
39,1200.2194635174135
40,1200.2194635174135
41,1200.2194635174135
42,1200.2194635174135
43,1200.2194635174135
44,1188.9350490804916
45,1188.9350490804916
46,1188.9350490804916
47,1188.9350490804916
48,1188.9350490804916
49,1188.9350490804916
50,1188.9350490804916
51,1188.9350490804916
52,1183.058154706109
53,1183.058154706109
54,1183.058154706109
55,1183.058154706109
56,1183.058154706109
57,1183.058154706109
58,1168.293409612151
59,1168.293409612151
60,1168.293409612151
61,1168.293409612151
62,1168.293409612151
63,1168.293409612151
64,1168.293409612151
65,1168.293409612151
66,1168.293409612151
67,1168.293409612151
68,1168.293409612151
69,1168.293409612151
70,1168.293409612151
71,1168.293409612151
72,1168.293409612151
73,1168.293409612151
74,1168.293409612151
75,1168.293409612151
76,1168.293409612151
77,1168.293409612151
78,1165.8990730468013
79,1165.8990730468013
80,1165.8990730468013
81,1165.8990730468013
82,1165.8990730468013
83,1165.8990730468013
84,1165.8990730468013
85,1165.8990730468013
86,1165.8990730468013
87,1165.8990730468013
88,1165.8990730468013
89,1165.8990730468013
90,1165.8990730468013
91,1165.8990730468013
92,1165.8990730468013
93,1165.8990730468013
94,1165.8990730468013
95,1165.8990730468013
96,1165.8990730468013
97,1165.8990730468013
98,1161.6633329242343
99,1161.6633329242343
