Itterations,Cost
0,2339.7738485951563
1,1821.791977521231
2,1950.9696412702224
3,1856.397874762132
4,1636.2238096698445
5,1467.6151849363052
6,1669.186084354161
7,2258.2670133963916
8,1471.4347639675323
9,1769.0257275601907
10,1494.009804254014
11,2268.086403589386
12,1768.9250387421184
13,1985.4885245825642
14,2354.852935830269
15,1986.4935009986589
16,1731.5120816716237
17,1093.6143887847632
18,2261.778900471676
19,954.871744140197
20,855.7699942235383
21,985.1726388527122
22,825.8531936186829
23,802.0116262630282
24,823.6819186410032
25,802.0116262630282
26,782.1531884203614
27,782.1531884203614
28,788.2624604959949
29,1269.3726545145864
30,782.1531884203614
31,782.1531884203615
32,1187.8403019062614
33,817.3501774580791
34,1983.7118059313627
35,2189.9923027776586
36,1608.9597358773112
37,889.5583145013956
38,2069.8782553196706
39,1287.6211169413968
40,1723.460633826686
41,812.1444803732956
42,1441.5349488485008
43,839.1441563069568
44,1092.2443763160406
45,860.6987121731298
46,807.5481606336006
47,782.1531884203615
48,838.989602916489
49,2343.9525228066595
50,1142.647366028865
51,1182.8669695144288
52,793.8109930689542
53,960.9314826663615
54,1635.5246307736704
55,798.6636498711653
56,805.9295426275371
57,1675.696120115184
58,806.4019979171748
59,814.7722162952356
60,782.1531884203614
61,855.8425448816758
62,939.4050828723384
63,1021.3752182867262
64,1092.7015183057867
65,846.0926984136374
66,1384.4617971025118
67,799.8694659772239
68,947.1498870328617
69,1199.9729621608867
70,1323.424187755712
71,763.0883096513447
72,763.0883096513447
73,1148.7437026982939
74,812.0248977966091
75,754.7423115396977
76,1945.4567126484517
77,743.1130338291606
78,798.1052231136867
79,742.201028966726
80,1474.6161023033453
81,807.7401441715056
82,852.8395736380206
83,859.489047112112
84,765.32446208062
85,2382.1502465165245
86,783.5272863481381
87,776.2324930879223
88,815.9967203268901
89,1048.4101779693517
90,1672.788833019062
91,742.2010289667259
92,1078.7548440691999
93,979.9750700096668
94,769.6821435873728
95,1293.5626537283001
96,971.2970451650525
97,813.5274560988463
98,1589.6255480793236
99,736.7415658867584
