Itterations,Cost
0,2293.1660524592844
1,1821.791977521231
2,1821.791977521231
3,1821.791977521231
4,1636.2238096698445
5,1467.6151849363052
6,1467.6151849363052
7,1467.6151849363052
8,1467.6151849363052
9,1467.6151849363052
10,1467.6151849363052
11,1467.6151849363052
12,1467.6151849363052
13,1467.6151849363052
14,1467.6151849363052
15,1467.6151849363052
16,1467.6151849363052
17,1093.6143887847632
18,1093.6143887847632
19,954.871744140197
20,855.7699942235383
21,855.7699942235383
22,825.8531936186829
23,802.0116262630282
24,802.0116262630282
25,802.0116262630282
26,782.1531884203614
27,782.1531884203614
28,782.1531884203614
29,782.1531884203614
30,782.1531884203614
31,782.1531884203614
32,782.1531884203614
33,782.1531884203614
34,782.1531884203614
35,782.1531884203614
36,782.1531884203614
37,782.1531884203614
38,782.1531884203614
39,782.1531884203614
40,782.1531884203614
41,782.1531884203614
42,782.1531884203614
43,782.1531884203614
44,782.1531884203614
45,782.1531884203614
46,782.1531884203614
47,782.1531884203614
48,782.1531884203614
49,782.1531884203614
50,782.1531884203614
51,782.1531884203614
52,782.1531884203614
53,782.1531884203614
54,782.1531884203614
55,782.1531884203614
56,782.1531884203614
57,782.1531884203614
58,782.1531884203614
59,782.1531884203614
60,782.1531884203614
61,782.1531884203614
62,782.1531884203614
63,782.1531884203614
64,782.1531884203614
65,782.1531884203614
66,782.1531884203614
67,782.1531884203614
68,782.1531884203614
69,782.1531884203614
70,782.1531884203614
71,763.0883096513447
72,763.0883096513447
73,763.0883096513447
74,763.0883096513447
75,754.7423115396977
76,754.7423115396977
77,743.1130338291606
78,743.1130338291606
79,742.201028966726
80,742.201028966726
81,742.201028966726
82,742.201028966726
83,742.201028966726
84,742.201028966726
85,742.201028966726
86,742.201028966726
87,742.201028966726
88,742.201028966726
89,742.201028966726
90,742.201028966726
91,742.2010289667259
92,742.2010289667259
93,742.2010289667259
94,742.2010289667259
95,742.2010289667259
96,742.2010289667259
97,742.2010289667259
98,742.2010289667259
99,736.7415658867584
