Itterations,Cost
0,1640.0638053173468
1,1464.622794113968
2,1464.622794113968
3,1464.622794113968
4,1464.622794113968
5,1464.622794113968
6,1464.622794113968
7,1464.622794113968
8,1464.622794113968
9,1464.622794113968
10,1464.622794113968
11,1464.622794113968
12,1464.622794113968
13,1464.622794113968
14,1464.622794113968
15,1371.4259087077949
16,1371.4259087077949
17,1371.4259087077949
18,1351.4596728382926
19,1351.4596728382924
20,1351.4596728382924
21,1351.4596728382924
22,1351.4596728382924
23,1351.4596728382924
24,1351.4596728382924
25,1351.4596728382924
26,1351.4596728382924
27,1351.4596728382924
28,1351.4596728382924
29,1341.9193412862287
30,1341.9193412862287
31,1341.9193412862287
32,1341.9193412862287
33,1341.9193412862287
34,1341.9193412862287
35,1341.9193412862287
36,1341.9193412862287
37,1341.9193412862287
38,1341.9193412862287
39,1341.9193412862287
40,1341.9193412862287
41,1322.212719566135
42,1322.212719566135
43,1322.212719566135
44,1322.212719566135
45,1322.212719566135
46,1318.5638549090518
47,1318.5638549090518
48,1318.5638549090518
49,1318.5638549090518
50,1318.5638549090518
51,1318.5638549090518
52,1318.5638549090518
53,1318.5638549090518
54,1318.5638549090518
55,1316.152499183027
56,1316.152499183027
57,1316.152499183027
58,1316.152499183027
59,1316.152499183027
60,1295.3157165115217
61,1295.3157165115217
62,1295.3157165115217
63,1295.3157165115217
64,1295.3157165115217
65,1295.3157165115217
66,1295.3157165115217
67,1295.3157165115217
68,1295.3157165115217
69,1295.3157165115217
70,1295.3157165115217
71,1295.3157165115217
72,1295.1401050190664
73,1295.1401050190664
74,1290.0235369902923
75,1290.0235369902923
76,1290.0235369902923
77,1290.0235369902923
78,1289.5157921103416
79,1289.5157921103416
80,1289.5157921103416
81,1289.5157921103416
82,1272.59461592966
83,1272.59461592966
84,1272.59461592966
85,1272.59461592966
86,1272.59461592966
87,1272.59461592966
88,1272.59461592966
89,1272.59461592966
90,1272.59461592966
91,1272.59461592966
92,1272.59461592966
93,1272.59461592966
94,1272.59461592966
95,1272.59461592966
96,1263.4320583890171
97,1263.4320583890171
98,1263.4320583890171
99,1263.4320583890171
