Iter,Iter Cost,Cost Best
0,1718.1843067025823,1718.1843067025823
1,1308.3799661495104,1308.3799661495104
2,981.4245438171034,981.4245438171034
3,752.0800361318375,752.0800361318375
4,826.5238301862314,752.0800361318375
5,1266.9723706797251,752.0800361318375
6,830.1956100699377,752.0800361318375
7,801.3440544619478,752.0800361318375
8,790.7938626291384,752.0800361318375
9,1787.7348314935448,752.0800361318375
10,845.2328592233179,752.0800361318375
11,769.7392409760474,752.0800361318375
12,1286.4918370971307,752.0800361318375
13,765.1039814723852,752.0800361318375
14,761.0864624951231,752.0800361318375
15,1080.672171619064,752.0800361318375
16,819.1473598550759,752.0800361318375
17,765.2307493673411,752.0800361318375
18,769.467663292046,752.0800361318375
19,1086.5363700857856,752.0800361318375
20,1012.7249792588245,752.0800361318375
21,1343.4323283172453,752.0800361318375
22,738.12592528705,738.12592528705
23,854.673197181384,738.12592528705
24,749.1919409077273,738.12592528705
25,937.880421421542,738.12592528705
26,913.0764297008006,738.12592528705
27,747.8459704337193,738.12592528705
28,853.9006886715553,738.12592528705
29,1165.6077363843565,738.12592528705
30,742.2280972023337,738.12592528705
31,726.9243596129571,726.9243596129571
32,1065.8525251621893,726.9243596129571
33,1018.2474758526962,726.9243596129571
34,1424.1347079533186,726.9243596129571
35,857.9463814883918,726.9243596129571
36,1254.380570226716,726.9243596129571
37,1274.6257117425112,726.9243596129571
38,728.6900805149495,726.9243596129571
39,1495.61890952883,726.9243596129571
40,726.9243596129571,726.9243596129571
41,714.4427785739796,714.4427785739796
42,690.2066257756288,690.2066257756288
43,1210.6649863944513,690.2066257756288
44,690.2066257756288,690.2066257756288
45,739.1231435796072,690.2066257756288
46,906.9087974895044,690.2066257756288
47,2086.183798624222,690.2066257756288
48,1425.4245505761849,690.2066257756288
49,689.0274818771741,689.0274818771741
50,723.5409398935565,689.0274818771741
51,720.32939179314,689.0274818771741
52,684.1792893750583,684.1792893750583
53,1783.9695559349054,684.1792893750583
54,693.1394504387478,684.1792893750583
55,684.5266712080778,684.1792893750583
56,679.081002715947,679.081002715947
57,1345.7298732196955,679.081002715947
58,1837.975069908576,679.081002715947
59,728.897926487856,679.081002715947
60,734.09291604837,679.081002715947
61,765.1659447977052,679.081002715947
62,1561.848144287205,679.081002715947
63,1106.5255712773169,679.081002715947
64,702.1356249421277,679.081002715947
65,792.0914208526373,679.081002715947
66,694.3900961197819,679.081002715947
67,923.754364286094,679.081002715947
68,694.3900961197819,679.081002715947
69,1318.6202119418083,679.081002715947
70,1632.0923527864904,679.081002715947
71,1447.13782002537,679.081002715947
72,2319.7280158814983,679.081002715947
73,692.7441172348935,679.081002715947
74,739.6487999896203,679.081002715947
75,824.5436075930717,679.081002715947
76,724.7575298570367,679.081002715947
77,1887.0348712569025,679.081002715947
78,1084.428152687539,679.081002715947
79,855.6945753604244,679.081002715947
80,811.1784240960401,679.081002715947
81,2112.5391882900753,679.081002715947
82,709.267111218253,679.081002715947
83,1838.284760521104,679.081002715947
84,1868.546753868343,679.081002715947
85,701.4258803799519,679.081002715947
86,1802.254821626321,679.081002715947
87,1260.5250580203508,679.081002715947
88,756.4975763955417,679.081002715947
89,722.1578492883864,679.081002715947
90,916.754111282739,679.081002715947
91,1721.3830414646081,679.081002715947
92,1042.7448007995554,679.081002715947
93,814.2682977486782,679.081002715947
94,1287.3487514843684,679.081002715947
95,720.0684369916106,679.081002715947
96,715.9515222432789,679.081002715947
97,2271.3337773186795,679.081002715947
98,824.7405115897232,679.081002715947
99,731.4410163808013,679.081002715947
100,1105.9684138931311,679.081002715947
101,709.5038726120573,679.081002715947
102,683.0557213645552,679.081002715947
103,1055.486399055951,679.081002715947
104,1471.4661724384518,679.081002715947
105,694.1300129170521,679.081002715947
106,1969.9304416186226,679.081002715947
107,748.4226988044796,679.081002715947
108,1312.1854931930966,679.081002715947
109,1262.1791038950096,679.081002715947
110,1682.4011091509792,679.081002715947
111,1451.4605485622424,679.081002715947
112,2162.8749001979445,679.081002715947
113,684.3569492246259,679.081002715947
114,1711.4711075286962,679.081002715947
115,1060.9487221180098,679.081002715947
116,856.6393598575335,679.081002715947
117,2037.9172876579198,679.081002715947
118,2404.839566843152,679.081002715947
119,688.6863151168179,679.081002715947
120,681.3592541350963,679.081002715947
121,2217.440260929072,679.081002715947
122,2484.899773590942,679.081002715947
123,895.5776170204624,679.081002715947
124,950.3532043528758,679.081002715947
125,2189.8203436376484,679.081002715947
126,735.6975401879297,679.081002715947
127,692.9352908044309,679.081002715947
128,734.1795254042217,679.081002715947
129,1098.4055153869076,679.081002715947
130,1902.8748822788625,679.081002715947
131,877.4329040674993,679.081002715947
132,804.9446279761183,679.081002715947
133,683.0557213645554,679.081002715947
134,1343.1893789033525,679.081002715947
135,2207.778910325671,679.081002715947
136,687.0026751736224,679.081002715947
137,1119.224858830352,679.081002715947
138,755.2645256643596,679.081002715947
139,963.36252604028,679.081002715947
140,910.7104574554963,679.081002715947
141,675.8031038248118,675.8031038248118
142,1504.0407486954725,675.8031038248118
143,1547.1946058888473,675.8031038248118
144,1511.6477704413126,675.8031038248118
145,678.7555183228303,675.8031038248118
146,800.2859831789608,675.8031038248118
147,726.7332990448498,675.8031038248118
148,734.09291604837,675.8031038248118
149,767.9709126590703,675.8031038248118
