Iter,Cost
0,1718.1843067025823
1,1308.3799661495104
2,981.4245438171034
3,752.0800361318375
4,826.5238301862314
5,1071.9361230178679
6,896.6630388192608
7,748.472847681628
8,1585.447059040013
9,722.5884277038256
10,694.4658296893551
11,803.9110218532172
12,2099.239251952736
13,936.2115422723591
14,1341.7305887838193
15,701.9947612502527
16,708.6571159715601
17,1436.0487570932987
18,1501.3613340838424
19,1257.4285334880965
20,728.0888635584234
21,2267.500911029649
22,1471.410416944822
23,705.310795643517
24,821.3768689172115
25,1308.779670445129
26,685.3786112858743
27,828.1746736551411
28,1057.925792601489
29,1444.7814098838408
30,682.3080102974077
31,698.7815537624384
32,1937.701225711246
33,1205.4189499963722
34,725.7457089509447
35,1094.0977367479893
36,972.791126738646
37,730.7307681075163
38,1850.212047482506
39,1414.9774826650444
40,2663.088707038923
41,778.5853230430428
42,1006.5551339152651
43,738.1732955746199
44,687.5434155343435
45,2207.42556777854
46,1237.090622248868
47,1412.489643795965
48,1109.133576244842
49,1307.4403822236254
50,710.147182529904
51,1358.5215463339373
52,733.1362577271633
53,1285.1234410842292
54,1306.9396912691318
55,1091.3712617802248
56,734.9985196565892
57,1133.5524735921665
58,1352.9145335109808
59,734.6997006011493
60,981.3899821546078
61,1202.2199204818326
62,1361.9025348155446
63,804.7738069184263
64,976.6686341584002
65,1796.829589550327
66,1742.958263620652
67,798.8817662889151
68,896.5508364429527
69,746.4311063464431
70,1162.7107183455894
71,853.4039137186707
72,938.3793118165188
73,1089.5451240118273
74,795.3062062735617
75,851.8447410006781
76,722.8991185304768
77,1486.3063796996953
78,716.5773517338223
79,1801.7397249549956
80,878.0050751901541
81,684.5226968252526
82,1645.5953233793084
83,1105.7584648488064
84,922.1849689756334
85,686.440002158972
86,729.7783292974557
87,934.7818303800027
88,1686.8317149698648
89,1311.8909973266902
90,856.184016593212
91,880.8811098276319
92,1070.4514984240113
93,734.2924432392836
94,1778.2535428443957
95,688.126541135455
96,777.9244216875798
97,724.3997092200316
98,741.0186384201583
99,1105.0164653890079
100,1243.6033530458596
101,1048.7146188924035
102,794.6365360575945
103,763.7627099091251
104,1343.0919419220036
105,1667.938509587147
106,1474.747111234252
107,1034.8200065986905
108,2033.5319902750944
109,921.2699032728483
110,731.9181583299612
111,724.3177907708668
112,736.0090993206857
113,1459.8975767052355
114,710.930323777333
115,865.8714467431904
116,859.8928167798282
117,901.4513513242645
118,706.9800390396007
119,2389.9907266487576
120,689.8827964518957
121,1374.8788725600725
122,719.8080449108372
123,657.6905915457065
124,929.7305252058528
125,1152.4754072957912
126,1896.3982497330937
127,1726.148242833263
128,655.8789954516534
129,769.9645726700915
130,706.371869860787
131,1469.551197631889
132,1033.910726961135
133,1252.7117880812502
134,968.3886412534117
135,1200.0011733693857
136,749.3630546638487
137,713.2810472870467
138,933.3015187247088
139,1044.069803465227
140,1013.9138260348562
141,1002.8606767547468
142,689.0660773183774
143,723.7283780322327
144,789.2262457655439
145,655.8789954516534
146,985.5217399654846
147,711.5975809544926
148,967.0961664291476
149,1452.3526272098784
