Iter,Iter Cost,Cost Best
0,1793.060496702993,1793.060496702993
1,1284.028149175318,1284.028149175318
2,1536.095003141047,1284.028149175318
3,1503.441586909078,1284.028149175318
4,1296.3106955228839,1284.028149175318
5,1221.8561515522604,1221.8561515522604
6,1665.4860815441639,1221.8561515522604
7,1167.4563042645725,1167.4563042645725
8,1180.1359055105252,1167.4563042645725
9,1213.566737602159,1167.4563042645725
10,1980.1059856462816,1167.4563042645725
11,1174.6544726768227,1167.4563042645725
12,1182.646961060017,1167.4563042645725
13,1165.2306031485589,1165.2306031485589
14,1276.9383305553094,1165.2306031485589
15,1221.192880792953,1165.2306031485589
16,1238.7593633354295,1165.2306031485589
17,1940.2081095498838,1165.2306031485589
18,1165.2306031485587,1165.2306031485587
19,1173.6158423290417,1165.2306031485587
20,1284.1617122804114,1165.2306031485587
21,1170.0683592663138,1165.2306031485587
22,1186.90731830816,1165.2306031485587
23,1715.0965247879465,1165.2306031485587
24,1254.9610857256112,1165.2306031485587
25,1207.7275265955357,1165.2306031485587
26,1172.1881991118719,1165.2306031485587
27,2296.7365980366626,1165.2306031485587
28,1935.5153025632578,1165.2306031485587
29,1149.0016904865433,1149.0016904865433
30,1224.715756510797,1149.0016904865433
31,1194.4614801025568,1149.0016904865433
32,1162.457243914544,1149.0016904865433
33,1217.9668243716455,1149.0016904865433
34,1209.6521821174556,1149.0016904865433
35,1160.6706388024943,1149.0016904865433
36,1180.7206302866882,1149.0016904865433
37,1644.4550462708726,1149.0016904865433
38,1175.1947682975722,1149.0016904865433
39,1825.829725580921,1149.0016904865433
40,1195.2503990763341,1149.0016904865433
41,1536.124594383856,1149.0016904865433
42,1194.706919442266,1149.0016904865433
43,1156.7989167023193,1149.0016904865433
44,1254.9235228279147,1149.0016904865433
45,1199.080776034319,1149.0016904865433
46,1308.126199725668,1149.0016904865433
47,1163.5076212693682,1149.0016904865433
48,1507.0483769470497,1149.0016904865433
49,1225.9761777371652,1149.0016904865433
50,1221.5081001639119,1149.0016904865433
51,1206.4769564434348,1149.0016904865433
52,1210.1366874034752,1149.0016904865433
53,1156.1027895944558,1149.0016904865433
54,1334.2900737338277,1149.0016904865433
55,1252.3817870601038,1149.0016904865433
56,1508.6550550337818,1149.0016904865433
57,2099.1302388449717,1149.0016904865433
58,1180.4352985618796,1149.0016904865433
59,1199.227192389704,1149.0016904865433
60,1624.3650165753463,1149.0016904865433
61,1142.9283813627976,1142.9283813627976
62,1799.0445774912528,1142.9283813627976
63,1199.7005660275886,1142.9283813627976
64,1142.0328135659302,1142.0328135659302
65,1545.1667086299158,1142.0328135659302
66,1253.5379525772923,1142.0328135659302
67,1166.1157618274137,1142.0328135659302
68,1198.9775142086676,1142.0328135659302
69,1665.2111888260797,1142.0328135659302
70,1239.332998937502,1142.0328135659302
71,1196.278767032265,1142.0328135659302
72,1231.1600019359635,1142.0328135659302
73,1207.2391269485959,1142.0328135659302
74,1427.6043260053714,1142.0328135659302
75,1130.3692506494897,1130.3692506494897
76,1195.0615406046347,1130.3692506494897
77,1184.1179680877688,1130.3692506494897
78,1260.3903022338995,1130.3692506494897
79,1181.309292779761,1130.3692506494897
80,1176.8343910438423,1130.3692506494897
81,1589.5606541385566,1130.3692506494897
82,1154.75481576821,1130.3692506494897
83,1848.804416752011,1130.3692506494897
84,1219.5695111044406,1130.3692506494897
85,1413.9497680277684,1130.3692506494897
86,1212.540945061365,1130.3692506494897
87,1190.8844842860617,1130.3692506494897
88,1202.8064169939767,1130.3692506494897
89,1244.3236065215135,1130.3692506494897
90,1219.1155870785806,1130.3692506494897
91,1210.8014113687116,1130.3692506494897
92,1143.3006455937289,1130.3692506494897
93,1134.891079432396,1130.3692506494897
94,1162.951122556537,1130.3692506494897
95,1196.575304569224,1130.3692506494897
96,1668.5744048796298,1130.3692506494897
97,1408.8196777829057,1130.3692506494897
98,1624.6239197630784,1130.3692506494897
99,1959.1146536009805,1130.3692506494897
100,1418.4792584557883,1130.3692506494897
101,1174.1206350139892,1130.3692506494897
102,1154.0851318455952,1130.3692506494897
103,1202.717393341878,1130.3692506494897
104,1213.283386754856,1130.3692506494897
105,1196.4229836557683,1130.3692506494897
106,1166.9582012196106,1130.3692506494897
107,1218.092958209465,1130.3692506494897
108,1244.18770083841,1130.3692506494897
109,1150.2437067237788,1130.3692506494897
